# run id	ion theta	ion phi	initial x position	initial y position	initial/final z position	initial velocity	initial x velocity	initial y velocity	initial z velocity
# -	deg	deg	Å	Å	Å	Å/ps	Å/ps	Å/ps	Å/ps
run_id	theta	phi	x0	y0	z	v	vx	vy	vz	shift_x	shift_y
13	0.000000000	147.942258921	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.265468942	0.350790489
14	0.000000000	92.408086539	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.388227634	-0.373388912
15	0.000000000	51.103579817	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.080054500	-0.092081800
16	0.000000000	34.240751352	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.047570827	0.110810755
17	0.000000000	93.347904214	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.106119608	-0.025611639
18	0.000000000	53.364399955	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.309138888	-0.471547921
19	0.000000000	0.222261404	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.254067578	-0.055197604
20	0.000000000	155.899819092	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.267060691	0.295991213
21	0.000000000	122.414795225	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.469274110	0.018187067
22	0.000000000	37.430538774	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.439824585	0.442147758
23	0.000000000	169.319997425	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.357542228	0.169891038
24	0.000000000	137.589146703	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.293578409	-0.424364050
25	0.000000000	135.198679299	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.208785086	-0.156911141
26	0.000000000	38.602794712	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.306198314	-0.260304278
27	0.000000000	141.802130311	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.301878772	-0.299742927
28	0.000000000	173.829401428	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.329963618	-0.077884464
29	0.000000000	44.282652312	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.111982947	-0.047293196
30	0.000000000	151.616180545	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.331836599	0.036192597
31	0.000000000	69.283494165	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.386264798	-0.316928975
32	0.000000000	30.877360281	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.145750429	-0.302289049
33	0.000000000	84.776408561	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.206322019	-0.041373197
34	0.000000000	148.878975750	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.077535437	0.152425370
35	0.000000000	105.738630240	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.255195694	-0.434689840
36	0.000000000	45.414570886	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.170583192	-0.317756691
37	0.000000000	60.744804331	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.278324202	0.371558982
38	0.000000000	5.630434320	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.004855050	-0.453851671
39	0.000000000	71.793291770	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.211238604	-0.312091661
40	0.000000000	112.871544462	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.175446544	0.385155191
41	0.000000000	130.453127539	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.436357980	0.267964470
42	0.000000000	25.806653171	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.371846118	-0.024089444
43	0.000000000	97.790107152	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.068596764	0.362277904
44	0.000000000	82.657536282	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.330548571	0.353084243
45	0.000000000	53.378992151	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.288579603	-0.060867675
46	0.000000000	135.828510379	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.068800801	0.110234100
47	0.000000000	115.133293904	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.012879486	0.410033977
48	0.000000000	15.017580769	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.201958494	-0.305032662
49	0.000000000	19.649890259	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.453028849	-0.082050235
50	0.000000000	39.521177272	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.107371377	0.282151322
51	0.000000000	76.656081981	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.377399791	-0.493907839
52	0.000000000	139.372235475	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.069827001	-0.037666384
53	0.000000000	19.740009568	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.352915877	0.384222447
54	0.000000000	172.695883998	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.126763608	0.265359946
55	0.000000000	163.337597872	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.053301395	0.351769408
56	0.000000000	127.140059599	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.191953194	-0.093317408
57	0.000000000	89.625050654	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.332016208	0.227399256
58	0.000000000	105.386918663	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.406370434	-0.217398540
59	0.000000000	42.590952417	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.312448840	0.363757315
60	0.000000000	145.507032731	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.417551927	-0.382119180
61	0.000000000	2.114206675	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.338379789	0.388019888
62	0.000000000	63.823678586	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.445048699	-0.386541694
63	0.000000000	170.143239435	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.053495828	0.037676265
64	0.000000000	1.514634410	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.159952660	0.039598375
65	0.000000000	42.618994404	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.113998137	0.032306806
66	0.000000000	92.458594315	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.132838478	0.460127746
67	0.000000000	177.515053591	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.078088455	0.285765341
68	0.000000000	37.992105755	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.404197480	0.106138057
69	0.000000000	172.099443821	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.090584755	0.450666279
70	0.000000000	93.240702031	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.236199725	0.306896161
71	0.000000000	83.323309485	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.394040030	0.364269653
72	0.000000000	175.394240623	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.207877841	-0.225832462
73	0.000000000	78.883455392	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.299076654	-0.398618878
74	0.000000000	40.711561345	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.459104710	-0.355357000
75	0.000000000	163.485008309	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.384282929	0.237625918
76	0.000000000	19.350657401	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.482880723	0.274324621
77	0.000000000	117.876112979	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.361196509	0.292894585
78	0.000000000	10.301969134	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.012667953	0.463243610
79	0.000000000	12.843595306	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.167440779	0.217092090
80	0.000000000	129.580471183	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.129199006	-0.495929292
81	0.000000000	142.118710106	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.134709493	0.058911670
82	0.000000000	59.134776818	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.388195341	0.126789425
83	0.000000000	175.230179763	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.415899954	0.022510888
84	0.000000000	97.986929545	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.045897858	0.077678315
85	0.000000000	179.155519864	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.401819718	0.225368531
86	0.000000000	148.703035773	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.413607911	-0.265413270
87	0.000000000	156.745199333	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.156678501	0.118655685
88	0.000000000	133.561308033	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.343448952	0.093107073
89	0.000000000	62.641799191	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.370151440	-0.038073406
90	0.000000000	79.130568128	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.211720566	-0.073603201
91	0.000000000	126.929925109	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.132303589	-0.052469499
92	0.000000000	164.830961355	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.287637997	0.148742935
93	0.000000000	20.466396866	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.355431759	0.148290065
94	0.000000000	174.919791402	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.318878678	-0.110050913
95	0.000000000	56.372377824	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.160327352	-0.467682095
96	0.000000000	6.663892227	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.253875661	-0.017463756
97	0.000000000	120.268160035	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.137991815	-0.472121760
98	0.000000000	6.214502172	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.228957623	-0.175678433
99	0.000000000	26.233275487	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.279935284	-0.372515411
100	0.000000000	52.766891635	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.287181786	-0.193702574
101	0.000000000	79.209856420	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.233143850	-0.454369087
102	0.000000000	47.410344691	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.040736248	0.248148764
103	0.000000000	121.223879300	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.182381555	0.149528914
104	0.000000000	60.782724172	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.129231172	0.020862041
105	0.000000000	85.437759249	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.177244630	0.497541087
106	0.000000000	147.437515033	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.481692210	-0.257050800
107	0.000000000	121.419032067	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.493492131	-0.082509856
108	0.000000000	148.507783923	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.097822740	0.263092001
109	0.000000000	53.871397746	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.001324288	0.094900633
110	0.000000000	174.317067479	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.459518419	0.256504751
111	0.000000000	134.767126588	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.239793478	0.448683433
112	0.000000000	127.050194464	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.356988572	-0.370308813
113	0.000000000	39.513115332	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.053286043	-0.351779830
114	0.000000000	81.700930075	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.024587865	-0.260812296
115	0.000000000	96.615210813	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.490069895	-0.372456856
116	0.000000000	27.732866687	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.435714704	-0.497875426
117	0.000000000	115.222901913	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.062009521	-0.499134650
118	0.000000000	45.622593315	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.037820814	-0.476315164
119	0.000000000	118.580925635	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.204819814	0.175625992
120	0.000000000	152.261591915	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.422496802	0.405283968
121	0.000000000	125.952891846	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.011866725	0.067231324
122	0.000000000	113.273900396	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.000169236	0.293945715
123	0.000000000	161.716661067	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.499975779	-0.368660420
124	0.000000000	17.733664009	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.166352649	-0.287920604
125	0.000000000	1.621613950	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.180792114	0.380519848
126	0.000000000	148.001181542	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.385542832	-0.366909755
127	0.000000000	128.677429096	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.081096150	0.260628009
128	0.000000000	109.849106422	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.375563505	0.010679550
129	0.000000000	135.854535209	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.135413488	0.012097318
130	0.000000000	94.127632394	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.167161294	0.191658707
131	0.000000000	121.393783396	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.130075138	0.049304674
132	0.000000000	8.157282413	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.175620738	0.347338455
133	0.000000000	113.775210657	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.228045912	0.049189806
134	0.000000000	0.108984495	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.190762257	0.215255961
135	0.000000000	17.445669109	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.317436237	-0.289055530
136	0.000000000	66.427376371	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.209693129	-0.458749857
137	0.000000000	14.500174901	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.133312358	-0.385157675
138	0.000000000	33.573899323	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.180228161	-0.071145841
139	0.000000000	152.879308076	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.314762129	-0.173800889
140	0.000000000	88.318803506	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.376611780	0.067394168
141	0.000000000	150.968612860	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.081329627	0.114876621
142	0.000000000	115.480283823	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.163268341	-0.141513134
143	0.000000000	82.892000226	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.410099412	0.388151535
144	0.000000000	35.748809648	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.274565528	-0.061565574
145	0.000000000	157.996302032	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.257818191	-0.039942054
146	0.000000000	9.633867428	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.166943129	-0.281928770
147	0.000000000	157.377773592	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.355499976	-0.402154101
148	0.000000000	14.942909252	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.434674223	-0.192059671
149	0.000000000	177.702838536	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.108127384	-0.212505363
150	0.000000000	133.869431709	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.127335588	-0.335912283
151	0.000000000	85.018992625	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.100650983	-0.326632294
152	0.000000000	63.152640803	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.166353509	0.269766289
153	0.000000000	41.537635259	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.080272580	-0.239088904
154	0.000000000	101.108671013	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.358564193	-0.399446810
155	0.000000000	40.789333058	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.487299193	0.408256523
156	0.000000000	167.438615276	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.472634695	0.264615012
157	0.000000000	148.373722549	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.342317538	0.311417159
158	0.000000000	44.917855185	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.324630160	0.437070658
159	0.000000000	79.822689432	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.000867069	-0.236148229
160	0.000000000	120.946903964	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.149837457	-0.335967075
161	0.000000000	86.617846556	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.451226926	-0.067971372
162	0.000000000	141.542014249	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.310273530	0.376327194
163	0.000000000	111.603648933	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.097690077	-0.199367778
164	0.000000000	103.303437693	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.449863523	-0.282330518
165	0.000000000	103.949134793	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.412881577	-0.478511553
166	0.000000000	74.867739721	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.175193729	0.072546793
167	0.000000000	37.690221810	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.419699337	0.300480843
168	0.000000000	150.712999349	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.356786039	-0.085317374
169	0.000000000	175.133012863	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.213159048	-0.274532199
170	0.000000000	23.025144014	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.487521180	0.395043890
171	0.000000000	118.443872281	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.454367023	-0.484580117
172	0.000000000	129.872326418	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.228772382	-0.377954143
173	0.000000000	75.069608455	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.387109971	-0.129029644
174	0.000000000	17.316991243	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.343534493	0.498482060
175	0.000000000	26.054294925	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	0.045135720	-0.467649158
176	0.000000000	42.596761985	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.001751345	0.003078834
177	0.000000000	118.391620610	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.349362289	-0.109204251
178	0.000000000	41.122699699	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.200525275	0.149034525
179	0.000000000	137.432180746	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.343575966	-0.055064715
180	0.000000000	102.592295257	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.479181938	-0.479514726
181	0.000000000	114.253987330	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.098671358	0.378549942
182	0.000000000	154.639136586	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.360273003	-0.280859601
183	0.000000000	118.463158821	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.050298130	0.330072760
184	0.000000000	17.557684739	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.350396198	0.451454892
185	0.000000000	17.718287524	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.029467556	-0.403999416
186	0.000000000	97.585793362	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.326244075	-0.106897100
187	0.000000000	158.690973666	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.112108020	0.114896782
188	0.000000000	18.460431559	0.000000000	0.000000000	8.000000000	536.137938636	-0.000000000	-0.000000000	-536.137938636	-0.425703938	0.186611869
189	0.000000000	177.235878994	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	-0.381524404	0.386416463
190	0.000000000	139.357385129	-0.000000000	0.000000000	8.000000000	536.137938636	0.000000000	-0.000000000	-536.137938636	0.455601619	-0.242145755
